blockchain,block_date,block_time,tx_hash,token_category,safe_sender,receiver,receiver_type,receiver_contract_name,receiver_label_names,receiver_label_categories,receiver_label_models,receiver_ens,receiver_name,event_name,symbol,token_address,amount,amount_usd,vertical,protocol
ethereum,2024-11-24,2024-11-24 00:23:35.000 UTC,0xf134455d6b12e487ca0f1a22572b749daeb0aff8173b002203d055697a8e633c,native,0x832f41ce668c4aef7d67d53d1a7bddaad5413a7d,0xf168429c357843f9e8d3d08619a64fd37758a86a,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,14.99,51186.352999999996,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 02:50:59.000 UTC,0x2d176eea06befd6f1115d63906251378a5c2ab052eba7b17dc73d71461883827,erc20,0xb3c0f936a701af9019bdc35acb5ec3a55379935e,0xa9bff538a906154c80a8dbccd229f3deddfa52d6,EOA,,MAX Exchange 1,institution,cex_ethereum,,MAX Exchange 1,Transfer,YFI,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,48.03103445,362900.8823386975,CEX,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 00:29:59.000 UTC,0xbabb1191a7a931dec845de63eca4646cfe03d4435d062648f7dcb68ca6649fc8,stablecoin,0xf362dd263ed4f967237db825696e7387000c4940,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2493.75,2492.6976375,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 08:06:11.000 UTC,0x2b95cccebc2bd7e6bedadb6c0959f7b3194ba81e39f66e35ce3a45d2e1481e2a,stablecoin,0x1ecf9a465426bc7f49a9fa3f9aeb048ba80d9c38,0xb7295535a505170f99dbee63a5718459d448f258,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,2500,2499.6025,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 04:43:59.000 UTC,0xe687862e5b00c475238dbab97141327da83fe9bfdde623aa1cf07d8f553dc2b9,stablecoin,0x475845c9c7e90e5723705a9d8f43150b7a6d077a,0x4d6dc480841e14f3edd054a39cabd746381431d6,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,79990,80005.91801000001,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:48:23.000 UTC,0x2105b09c473eb6b27dac80826086b0223daaa8c776ebd165b9d5adf0c8c5d290,erc20,0xffed220aa33640af8a2bdacf411aef08411f0384,0x4975523ee268f2648157fe6d948f5b109adca9c1,EOA,,,,,,,Transfer,TRU,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,100559.238,9686.469159588,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 09:01:35.000 UTC,0x15b9fed2298acf6637f9529c32f4a507678015e071bc5eec3b47d8da00c2fae8,native,0xf00585ccda7bdf142657cc8b3b0f40b6bed98150,0x9120416767d5e8a24e656942d59de16260128f84,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.0015405355503,5.233723046456202,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 03:17:59.000 UTC,0xdada17270b97d917428f96b277b92636e6f5872b7df5b9dd30b605977739087a,erc20,0xd8cae424e488cf39d9d784f0d9ba2d285290b137,0xe79f1c997344af6e5efd912a1a6af2e6bc3975d4,EOA,,,,,,,Transfer,MEME,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,96028.26999999999,1417.3772652,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 01:51:35.000 UTC,0x8686fa7e75805003ffb9edb34793d32ce6c3d1dbfc843777dbd730bd77b78ea8,erc20,0xb3c0f936a701af9019bdc35acb5ec3a55379935e,0xa9bff538a906154c80a8dbccd229f3deddfa52d6,EOA,,MAX Exchange 1,institution,cex_ethereum,,MAX Exchange 1,Transfer,LDO,0x5a98fcbea516cf06857215779fd812ca3bef1b32,157989.44,224345.0048,CEX,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:23:11.000 UTC,0x70a50eec6f3929521efcc035bf856cfa25efe4bc2bc68331ae31750b5f7a4666,native,0x3b4241314cabd3dfb078479815600d138fb18e5e,0x30b68d14238d9dc7acd1f8bb7bf9dcb138e05898,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.031,105.92731,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 01:52:11.000 UTC,0x9b45e67a9d9778dba76f211cb3ab454258661cb1fffa53e791c390b97443c673,erc20,0xb3c0f936a701af9019bdc35acb5ec3a55379935e,0xa9bff538a906154c80a8dbccd229f3deddfa52d6,EOA,,MAX Exchange 1,institution,cex_ethereum,,MAX Exchange 1,Transfer,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,99999.99999999999,1787999.9999999995,CEX,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 04:01:47.000 UTC,0xccf44aaba6e62df7ffc52c44c17031d76366924658e28c06ac1189ee0364d810,stablecoin,0xd5f3d7ac636957898bb0bc2dfc25fb12d7760c7d,0x4095f064b8d3c3548a3bebfd0bbfd04750e30077,Smart contract,Morpho_blue: EthereumBundlerV2,,,,,Morpho_blue,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,6580.698495,6580.2839109948145,lending,Morpho_blue: EthereumBundlerV2
ethereum,2024-11-24,2024-11-24 03:27:23.000 UTC,0x4c09e07dc8e580f89cef4d5548101452c844e6f5b02eab2490a70004ff55e8c4,stablecoin,0xc696e18e4df0bc3388f3ecc145f1da15824868ba,0x4095f064b8d3c3548a3bebfd0bbfd04750e30077,Smart contract,Morpho_blue: EthereumBundlerV2,,,,,Morpho_blue,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,40680.972293,40683.04702258694,lending,Morpho_blue: EthereumBundlerV2
ethereum,2024-11-24,2024-11-24 00:07:47.000 UTC,0x897e8fe2aca09a6c4e625d9ac90eccddc94dfbeda6e25352fae1829fbb248de1,erc20,0x306336fe962fe2d86f832a2987846a74cdac470c,0xb5ec9706c3be9d22326d208f491e5deef7c8d9f0,Smart contract,Royco: WeirollWallet,,,,,Royco,Transfer,LMR,0x4b1d0b9f081468d780ca1d5d79132b64301085d1,500000,12417.5,unclassified transfer to Smart contract,Royco: WeirollWallet
ethereum,2024-11-24,2024-11-24 00:06:59.000 UTC,0x4d730be09e44ae08b914bf293b9d2e206da154c1fcdab57a24a8a5aa403fe91d,erc20,0x306336fe962fe2d86f832a2987846a74cdac470c,0xb5ec9706c3be9d22326d208f491e5deef7c8d9f0,Smart contract,Royco: WeirollWallet,,,,,Royco,Transfer,LMR,0x4b1d0b9f081468d780ca1d5d79132b64301085d1,1500000,37252.5,unclassified transfer to Smart contract,Royco: WeirollWallet
ethereum,2024-11-24,2024-11-24 00:04:23.000 UTC,0x158e266e381134a21e5680ed0667499e67fda53624db58a63c0408251d01efdc,erc20,0x306336fe962fe2d86f832a2987846a74cdac470c,0xb5ec9706c3be9d22326d208f491e5deef7c8d9f0,Smart contract,Royco: WeirollWallet,,,,,Royco,Transfer,LMR,0x4b1d0b9f081468d780ca1d5d79132b64301085d1,3000000,74526,unclassified transfer to Smart contract,Royco: WeirollWallet
ethereum,2024-11-24,2024-11-24 08:29:23.000 UTC,0x39c9a7fb0efd3a5bb582713de2cf1fe4dd8646e2d0252738fbf93dbc1c39b5ed,erc20,0xd247d8dfda82c12d75cbb374a156f2d0ff0a0469,0x5dcbabb1918dedac26b509b883e748dcef6538d3,Safe,Safe_test: Safe_v_4_1,,,,,Safe_test,Transfer,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,300000,92445,unclassified transfer to Safe,Safe_test: Safe_v_4_1
ethereum,2024-11-24,2024-11-24 03:55:11.000 UTC,0x5fa4f18deaa09db620740ab9c68d0cd80b878791e9972b7fdb09408a47187ae4,stablecoin,0x7b60ea021804cf38c52045bff6de10d29ab0380c,0x1deb64680044b126e20504302fb05b3fed588ccf,Safe,Safe_test: Safe_v_4_1,,,,,Safe_test,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,100,100.00569999999999,unclassified transfer to Safe,Safe_test: Safe_v_4_1
ethereum,2024-11-24,2024-11-24 03:16:23.000 UTC,0xfafbab211b4b804b21dff8fdb2f9a43634fc30e0d445c1fab037bc00bad2af26,stablecoin,0xf768ba6d4bbdf057c3e0072b1a285c1b7624c744,0x1c8f5a7ca4c132246498d3cc46fb4279fb46646c,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,86.037252,86.053254928872,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 00:05:35.000 UTC,0xd0489e714f46008c1825228fd74dc505943a227ec5a7c648f5c419243ec86ea3,erc20,0x306336fe962fe2d86f832a2987846a74cdac470c,0xb5ec9706c3be9d22326d208f491e5deef7c8d9f0,Smart contract,Royco: WeirollWallet,,,,,Royco,Transfer,LMR,0x4b1d0b9f081468d780ca1d5d79132b64301085d1,3000000,74505,unclassified transfer to Smart contract,Royco: WeirollWallet
ethereum,2024-11-24,2024-11-24 02:26:11.000 UTC,0xc4fa74330c4b34dcff2024d660f45e8a1b5a2db206f9a3f6950a1178cd972262,stablecoin,0x40e660a1968c4a335d997f54b6f81a24b4ff3881,0x907d394bf6238d8621672d9fc204c4f3d1a60c91,Safe,Safe,,,,,Gnosis_safe,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,10000,9999.94,unclassified transfer to Safe,Safe
ethereum,2024-11-24,2024-11-24 05:23:47.000 UTC,0x41bc551d5f0fb9392c0bbd0e001d04a0c069a5e0bdea10ae6cc58bb4b4631c29,erc20,0x2759a9709119d2dfc240af52c45a83f47580a0fb,0x604d4a2073f00e45cf48e25c29bd050d36f9988c,EOA,,,,,xuduo8.eth,xuduo8.eth,Transfer,GALA,0xd1d2eb1b1e90b638588728b4130137d262c87cae,575764.8,22350.6137712,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 08:27:23.000 UTC,0xff2f37cf96adb3ce0f910c81e906a6f6bc285058e303dbf3387e1b96d549bc61,erc20,0x30fadeb027d7ca3df04d5d239ba5698f3bfe541f,0xd38cf87f114f2a0582c329fb9df4f7044ce71330,EOA,,,,,,,Transfer,DSync,0xf94e7d0710709388bce3161c32b4eea56d3f91cc,39739.9995,14801.123073775498,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 08:28:47.000 UTC,0x598649a340a4b95a46e4c36b0494a2ae0e770f7a4920fe03ab1b55d43a202fe3,stablecoin,0x322d93bfd802ca8407b92c9c0586ce16865ee896,0xb92424ff2e4f0a47fc13fb5cba82b55f0993d7f7,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,900,900.0278999999999,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:55:59.000 UTC,0xc5f520b05fac28756705337bd3763bbc1adde2c0286e1be7e3f54d2e8cacb0f8,erc20,0x30fadeb027d7ca3df04d5d239ba5698f3bfe541f,0xd38cf87f114f2a0582c329fb9df4f7044ce71330,EOA,,,,,,,Transfer,DSync,0xf94e7d0710709388bce3161c32b4eea56d3f91cc,30309.1345,11252.4177287975,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 00:30:23.000 UTC,0xb93751024d593d0353a5f1034d134365e8b6d8928b03968d67003e8ea30177db,erc20,0xe0526bff2aeacbe5dd2a0c98b0276144d14f932a,0xd38cf87f114f2a0582c329fb9df4f7044ce71330,EOA,,,,,,,Transfer,DSync,0xf94e7d0710709388bce3161c32b4eea56d3f91cc,35358.0138,13131.5420291544,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:36:59.000 UTC,0xe2a43b93abc7df008a428ca929d7c411e959070b7dac974ef1650dd5f3d02eeb,stablecoin,0xf859ca4dd2af89d4e627382b331f0424f78644df,0x6381606a742787a1361ca37bed2980de085f9fd5,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,25000,25004.5,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 06:30:59.000 UTC,0xef866769c13852ef4b337c6c1c16898d799d9b286088cdd956603238cd216032,erc20,0x30fadeb027d7ca3df04d5d239ba5698f3bfe541f,0xd38cf87f114f2a0582c329fb9df4f7044ce71330,EOA,,,,,,,Transfer,COTI,0xddb3422497e61e13543bea06989c0789117555c5,75085.9637,10870.945824485998,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 05:25:47.000 UTC,0x4b27d8d72bd4cb3de4a9956c1fbbda5f86f7b855ccc1ce24d06800c6c859efb1,stablecoin,0x00dad9dd4f5b889d89260a9079397341ddb1b8ce,0x018008bfb33d285247a21d44e50697654f754e63,Smart contract,Aave_v3: AToken,,,,,Aave_v3,Transfer,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,224277.41245736895,224055.1535416237,lending,Aave_v3: AToken
ethereum,2024-11-24,2024-11-24 00:29:11.000 UTC,0x82773e5f2c5f05db5ae8213194a9d3c0ba28638c6f5a9d32e677ca4ae8a2f23a,stablecoin,0x832f41ce668c4aef7d67d53d1a7bddaad5413a7d,0xf168429c357843f9e8d3d08619a64fd37758a86a,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,48730.216648,48750.585878558864,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 08:56:35.000 UTC,0x9a01f94ff3c3c208554439e29726846c6f8def803ce92f26dc67031e03b97e75,erc20,0x5dcbabb1918dedac26b509b883e748dcef6538d3,0xee7ad892fdf8d95223d7e94e4ff42e9d0cfecafa,Safe,Safe,,,,,Gnosis_safe,Transfer,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,90,27.5328,unclassified transfer to Safe,Safe
ethereum,2024-11-24,2024-11-24 08:56:35.000 UTC,0x9a01f94ff3c3c208554439e29726846c6f8def803ce92f26dc67031e03b97e75,erc20,0x5dcbabb1918dedac26b509b883e748dcef6538d3,0xdc345f910c888210d9c384918e5d618cab8eb5ad,EOA,,,,,,,Transfer,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,2775.0000000000005,848.9280000000002,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 05:59:11.000 UTC,0x7c2b931f77fc607ef13cde07420933e5d4bd74eff16395fbff8ca2c3332e1587,native,0x22ee3ec1fe5d5ff7098fc2c167255ed77fbaf008,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Smart contract,Myname: WETH9,,,,wraps.eth,Myname,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,66.4870297488673,226841.11296748294,eth wrapping,Myname: WETH9
ethereum,2024-11-24,2024-11-24 08:56:35.000 UTC,0x87a392322ba38c83ea751192877269e0df17f0edca44e0c698c9b59b73155717,stablecoin,0x5a14bd3f2bf84c3690d653f1d40cfb7a8a9b3c26,0x3416cf6c708da44db2624d63ea0aaef7113527c6,Smart contract,Uniswap_v3: Pair,DEX Pool,dex,dex_pools,,Uniswap_v3,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1181673.068978,1180289.3298142266,DEX,Uniswap_v3: Pair
ethereum,2024-11-24,2024-11-24 05:15:59.000 UTC,0xbfaa1f6be415cfec58af7e72cb6e31a874e3d97c90cfe4bed19b969d4320b44f,native,0xc5b2408cb82519aca97f6d74c7792daf6c0ace52,0x407c0be26eacb9d854ed33950fbbd98a14b94ab7,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,28,95713.52,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 04:00:11.000 UTC,0x3452a83899d2693412dea90748ff06f41d52d95249d3da5892b235ecab3f1adb,native,0x458ecd56e40df6d0505c1df62e29461b96df3f87,0x66848bc4c17ae1dc2779f708738067ae57b6bcf5,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,185.90557027,636778.6317344257,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:22:35.000 UTC,0xf895ced262979d22113e69cb4038f291c9591dfa943fb3bc437fa5572832ecec,native,0xbcd718782c3c787ccf97a8c2a39848a8c7b456bb,0x00017207cce6238f0f047d79814e8d5aecaade7d,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2,6834.02,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 03:54:23.000 UTC,0xd5547531620d5ace2c44ffd08b7374199354bdffb0e426421088af11f4df3513,native,0x458ecd56e40df6d0505c1df62e29461b96df3f87,0x66848bc4c17ae1dc2779f708738067ae57b6bcf5,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,133,455518.35,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 01:48:11.000 UTC,0x9c76ec2187209fefc9e94b2e96a6c95ea2edd61b1e3c2f136f3b1b9173d800aa,native,0x652e6bd691c6b07a2efb22ad04924664f07c9b9d,0x14d3d4d1b76266debc63e20e13338211541e07e7,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.1,342.232,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 07:13:59.000 UTC,0xfe910d5438527bc467583a309aaea1adc916a1e58095be782e65d43b97d3057a,native,0x2bf916f8169ed2a77324d3e168284fc252ae4087,0xecbb0e94e915e53ebdc292140b350af6bd4a0f09,EOA,,,,,,,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0.5,1712.125,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 05:54:11.000 UTC,0x7cab6733e396ba2781a2bbee311ca09905e2fe84e4caf9d45e0d86243bf77324,erc20,0x00dad9dd4f5b889d89260a9079397341ddb1b8ce,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.41035250795,25255.00007176916,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 02:45:35.000 UTC,0xc7936f093bb6f21281765ebcb781ee860a843e5e963f9b80932c51ce2d673d7c,erc20,0xa8445882fd6233496e9ef79d1e9bfdce1d78a565,0xc58601ddb27f10c7929610fbfa83abe565026555,EOA,,,,,,,Transfer,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,2.0569777207166187,37.14901763614213,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 02:45:35.000 UTC,0xc7936f093bb6f21281765ebcb781ee860a843e5e963f9b80932c51ce2d673d7c,erc20,0xa8445882fd6233496e9ef79d1e9bfdce1d78a565,0xc58601ddb27f10c7929610fbfa83abe565026555,EOA,,,,,,,Transfer,LINK,0x514910771af9ca656af840dff83e8264ecf986ca,0.055179798055576705,0.9965471528837152,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 08:13:35.000 UTC,0xa9eb479b4f53de8bb23f48d69b6a269515278f9b7a80ba97336967e1031011b6,stablecoin,0x9ca06ff257811fd301cf045a09175da1cd665faa,0xe0aee626a3c82820b59931fe8dfb67b81fe944e0,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,2400,2399.7168,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 04:02:23.000 UTC,0x11e069adcdce206bb670b0a1f4c8e0a14c920dc522ad439d90beead7b2a0700d,stablecoin,0x4d7577898e89fe640b6cd5d74ad7ffababf57dc6,0x13721a5c6261cf8a935c426ea10085448bffe3a9,Safe,Safe_test: Safe_v_4_1,,,,,Safe_test,Transfer,DAI,0x6b175474e89094c44da98b954eedeac495271d0f,3717.750055590159,3712.493157011554,unclassified transfer to Safe,Safe_test: Safe_v_4_1
ethereum,2024-11-24,2024-11-24 01:19:47.000 UTC,0x637419741426ce4131a2a35779e4785f5025dc228689e5c519fb9850553682f9,stablecoin,0x205a1c1101f6bdba16677db7443192e5b8623486,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,Smart contract,Aave_v2: AToken,,,,,Aave_v2,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,15913.837168,15922.191932513202,lending,Aave_v2: AToken
ethereum,2024-11-24,2024-11-24 00:28:23.000 UTC,0x8c15ef4ca0fc6008150e299d5fb3e21e090ebd69c3a6dfc82c037999155e6a90,stablecoin,0xf362dd263ed4f967237db825696e7387000c4940,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2493.75,2492.6976375,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 01:21:23.000 UTC,0xd77cd50de15897b9a4d6d5369ffd460ed1c3790059a2ea4ff78888fd378fc168,stablecoin,0x205a1c1101f6bdba16677db7443192e5b8623486,0x3ed3b47dd13ec9a98b44e6204a523e766b225811,Smart contract,Aave_v2: AToken,,,,,Aave_v2,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,3410.022937,3411.093684202218,lending,Aave_v2: AToken
ethereum,2024-11-24,2024-11-24 05:39:23.000 UTC,0xaf459607c5654fe892d2f0a079ce9792802643e64bef2e470b8cb4d9497a643b,erc20,0x3db298b32248bc60a301d0d677442e499b7452fb,0xc58601ddb27f10c7929610fbfa83abe565026555,EOA,,,,,,,Transfer,CRO,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,97.22405318,19.309377529920262,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 05:08:35.000 UTC,0xa00aea44cf2e4b4016c9bb87ec556da7c21e78948fb05851c0c5afd934be7e49,erc20,0x4d7577898e89fe640b6cd5d74ad7ffababf57dc6,0x13721a5c6261cf8a935c426ea10085448bffe3a9,Safe,Safe_test: Safe_v_4_1,,,,,Safe_test,Transfer,stETH,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,1.8035771937043776,6152.633059743429,unclassified transfer to Safe,Safe_test: Safe_v_4_1
ethereum,2024-11-24,2024-11-24 01:32:11.000 UTC,0xc400ebb60c6ce45e128726f902de3df8ad86bf4a24ccdeb8ee0231461c732d79,erc20,0x5223be498bddf29904911cc2438dfc37c5f5adf1,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.7029232184326601,2403.1679576419474,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 00:03:11.000 UTC,0x45448ee1b95b1a49172aa5a3e65e5602ca84da6d61be7e4f39d61e7d8dac3f47,erc20,0x2820d757133f79014722cbcc11ba121ce01093b4,0x063bc572d7cf7c053cad0ef176dcf9c66b3a3a22,Safe,Safe,,,,,Gnosis_safe,Transfer,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,5,1.4407649999999999,unclassified transfer to Safe,Safe
ethereum,2024-11-24,2024-11-24 03:16:23.000 UTC,0xfafbab211b4b804b21dff8fdb2f9a43634fc30e0d445c1fab037bc00bad2af26,erc20,0xf768ba6d4bbdf057c3e0072b1a285c1b7624c744,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,WBTC,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0.5299947,52017.12482355,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 05:12:35.000 UTC,0xb2bfe6e3fdd2b818ee4160b65cf4a52c5039fc5ffb8ce609386f7d426680a75a,stablecoin,0xabde4306c91591fc9e3140040ca4b265faad51f5,0xcd0e53c11b8cb1fcced5f1af095d4cd2fb2f16c4,EOA,,,,,joematagatz.eth,joematagatz.eth,Transfer,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3195,3191.58135,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 03:16:23.000 UTC,0xfafbab211b4b804b21dff8fdb2f9a43634fc30e0d445c1fab037bc00bad2af26,stablecoin,0xf768ba6d4bbdf057c3e0072b1a285c1b7624c744,0x23878914efe38d27c4d67ab83ed1b93a74d4086a,Smart contract,Aave_v3: AToken,,,,,Aave_v3,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,51817.071958,51826.70993338419,lending,Aave_v3: AToken
ethereum,2024-11-24,2024-11-24 04:08:47.000 UTC,0x3dcd503c814673abe2e0bf43c96650320667adb253cbc7788baa1b94dc000f57,erc20,0xd2e5619338900526017c525ac97e5baa5018446b,0xf313b370d28760b98a2e935e56be92feb2c4ec04,Smart contract,,,,,,,Transfer,CVX,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,5948.047311325308,18617.388084448216,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 07:17:11.000 UTC,0xee987cb7a909d23bdb283e44c57d44a3da216adb368f76aa32bd2e6336fbd815,stablecoin,0xb112ad9b545d3260094d94369304819044763478,0xc351e45db65d68585e180795537563d33b3716e7,Smart contract,,,,,,,Transfer,LUSD,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,2727.3259013544603,2713.042895609067,unclassified transfer to Smart contract,unclassified transfer to Smart contract
ethereum,2024-11-24,2024-11-24 06:58:23.000 UTC,0xb42fc2a2c58e8c423c9b743562421a3c3a8c599b0605892b59e8e5effddcdb21,stablecoin,0xcc6fc5123bdc9fe3cd77a9a6d1b91496fa4805a5,0xbbfa39a3eb92a78859941bd52692c69cd9cd9cdb,EOA,,,,,,,Transfer,USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,500,499.907,unclassified transfer to EOA,unclassified transfer to EOA
ethereum,2024-11-24,2024-11-24 04:06:23.000 UTC,0x6f3090a4338943fcdfde76fa4a4fd51355cad9bf735ac0a5b53cd2387817dd79,native,0xb9577e83a6d9a6de35047aa066e3758221fe0da2,0x8d5127ab6221f7c99a29294ac5f6a09ed322ac1e,Safe,Safe,,,,,Gnosis_safe,,ETH,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,100,342694,unclassified transfer to Safe,Safe
ethereum,2024-11-24,2024-11-24 08:56:35.000 UTC,0x9a01f94ff3c3c208554439e29726846c6f8def803ce92f26dc67031e03b97e75,erc20,0x5dcbabb1918dedac26b509b883e748dcef6538d3,0xaf968d74e79fd2ad24e366bff96e91f769e0aaea,Safe,Safe,,,,,Gnosis_safe,Transfer,WILD,0x2a3bff78b79a009976eea096a51a948a3dc00e34,90,27.5328,unclassified transfer to Safe,Safe
